task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
10,2026-01-31 15:04:36.477000+00:00,2026-01-31 15:04:37.024000+00:00,2026-01-31 15:04:36.750500+00:00,0.2,0.05,0.42,0.33,1.7339507891000743,-0.17334430539041962,0.6745973151425532,-0.3769366965312635,0.2542804834586937
11,2026-01-31 15:04:41.637000+00:00,2026-01-31 15:04:42.381000+00:00,2026-01-31 15:04:42.009000+00:00,0.23,0.05,0.41,0.31,1.7549433570262964,-0.15521100156108475,2.111499319645493,-1.64438580846151,3.4721195158011824
12,2026-01-31 15:05:06.657000+00:00,2026-01-31 15:05:07.394000+00:00,2026-01-31 15:05:07.025500+00:00,0.22,0.06,0.42,0.3,1.7708429873837632,0.1392385952101581,2.0681239278511385,0.2763162929419085,0.5714563370882857
13,2026-01-31 15:05:12.895000+00:00,2026-01-31 15:05:13.426000+00:00,2026-01-31 15:05:13.160500+00:00,0.26,0.04,0.38,0.32,1.747529407952115,-0.4109157634521604,3.3722253850537127,-0.8446039554335618,2.848194898829832
14,2026-01-31 15:05:19.099000+00:00,2026-01-31 15:05:19.654000+00:00,2026-01-31 15:05:19.376500+00:00,0.24,0.07,0.45,0.24,1.7752254515381891,0.5480584171765124,3.7222076868557474,1.509128539290991,5.6172898494023125
15,2026-01-31 15:05:25.216000+00:00,2026-01-31 15:05:26.183000+00:00,2026-01-31 15:05:25.699500+00:00,0.2,0.02,0.48,0.3,1.6066213917728769,2.3610867899768913,1.6758017026180803,0.8540541921717066,1.431225469369455
16,2026-01-31 15:05:31.736000+00:00,2026-01-31 15:05:32.275000+00:00,2026-01-31 15:05:32.005500+00:00,0.16,0.03,0.41,0.4,1.630939754908518,-2.8092020022430164,2.3333983793855864,-0.7001318578406996,1.6336865424417082
17,2026-01-31 15:05:45.956000+00:00,2026-01-31 15:05:46.748000+00:00,2026-01-31 15:05:46.352000+00:00,0.24,0.03,0.4,0.33,1.7024950172400075,-0.6073378790393321,1.9503012941078652,1.0889676082440047,2.123814935599829
18,2026-01-31 15:05:51.083000+00:00,2026-01-31 15:05:51.603000+00:00,2026-01-31 15:05:51.343000+00:00,0.19,0.06,0.45,0.3,1.7382511401486558,1.168531237032746,1.287131004686368,-0.42599500713160765,0.5483113815206826
19,2026-01-31 15:05:57.555000+00:00,2026-01-31 15:05:58.050000+00:00,2026-01-31 15:05:57.802500+00:00,0.27,0.0,0.44,0.29,1.5490721634431504,0.3799367869752015,1.0566153168356733,-2.5644635661296196,2.709651483439589
20,2026-01-31 15:06:04.315000+00:00,2026-01-31 15:06:05.075000+00:00,2026-01-31 15:06:04.695000+00:00,0.24,0.02,0.32,0.42,1.6586918720385313,-1.186812259086604,3.517350663660261,-0.7781545960042635,2.7370425846858786
21,2026-01-31 15:06:09.379000+00:00,2026-01-31 15:06:09.929000+00:00,2026-01-31 15:06:09.654000+00:00,0.28,0.04,0.43,0.25,1.723538919635816,0.14460733860417302,3.706678842929148,2.8981686437525838,10.742580395038365
22,2026-01-31 15:06:14.975000+00:00,2026-01-31 15:06:15.529000+00:00,2026-01-31 15:06:15.252000+00:00,0.21,0.05,0.41,0.33,1.7441267449675957,-0.33208200949515915,1.243955474870678,-1.80810894579011,2.249207022278257
23,2026-01-31 15:06:21.356000+00:00,2026-01-31 15:06:22.125000+00:00,2026-01-31 15:06:21.740500+00:00,0.21,0.02,0.49,0.28,1.604202329202948,2.0397900534315623,1.7842899377758155,2.848561411026056,5.082659462830271
24,2026-01-31 15:06:27.376000+00:00,2026-01-31 15:06:27.918000+00:00,2026-01-31 15:06:27.647000+00:00,0.18,0.05,0.34,0.43,1.7141420742264362,-1.5778135657855192,2.145531139918806,0.29370962503578113,0.6301631466081445
25,2026-01-31 15:06:33.296000+00:00,2026-01-31 15:06:33.812000+00:00,2026-01-31 15:06:33.554000+00:00,0.12,0.03,0.4,0.45,1.5660066833675805,-3.010080095391032,4.231368579137104,-4.097848217568018,17.339506189890297
26,2026-01-31 15:06:39.356000+00:00,2026-01-31 15:06:40.123000+00:00,2026-01-31 15:06:39.739500+00:00,0.16,0.05,0.48,0.31,1.6711769284673,2.261605017990512,2.437665130786564,0.42076633580747114,1.0256874250067025
27,2026-01-31 15:06:44.795000+00:00,2026-01-31 15:06:45.284000+00:00,2026-01-31 15:06:45.039500+00:00,0.22,0.05,0.4,0.33,1.7532635315893317,-0.38393011747189526,1.8147399589109727,-1.634034941664364,2.9653485028950817
28,2026-01-31 15:06:51.596000+00:00,2026-01-31 15:06:52.105000+00:00,2026-01-31 15:06:51.850500+00:00,0.15,0.04,0.51,0.3,1.6128184973490662,2.3612730563459707,3.8132164317152766,5.390738309280271,20.55605190002456
29,2026-01-31 15:07:02.075000+00:00,2026-01-31 15:07:02.868000+00:00,2026-01-31 15:07:02.471500+00:00,0.17,0.03,0.41,0.39,1.643535444494527,-2.693404835749541,1.9050799994214622,-1.516695758733789,2.889426755171101
