task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
10,2026-01-31 13:38:53.030000+00:00,2026-01-31 13:38:53.579000+00:00,2026-01-31 13:38:53.304500+00:00,0.23,0.07,0.35,0.35,1.816423983477823,-0.7980993435326348,2.741712339158203,-2.4806918016783612,6.8013433223101565
11,2026-01-31 13:38:58.969000+00:00,2026-01-31 13:38:59.846000+00:00,2026-01-31 13:38:59.407500+00:00,0.19,0.07,0.44,0.3,1.7660180267955345,1.6260951526420946,0.6087124927377343,3.898486065948253,2.3730571711066846
12,2026-01-31 13:39:04.612000+00:00,2026-01-31 13:39:05.408000+00:00,2026-01-31 13:39:05.010000+00:00,0.2,0.13,0.42,0.25,1.872676042429176,0.6292800058304843,3.439340944551168,-3.4210096429863404,11.766018536827294
13,2026-01-31 13:39:10.770000+00:00,2026-01-31 13:39:11.287000+00:00,2026-01-31 13:39:11.028500+00:00,0.23,0.06,0.39,0.32,1.7870323244840989,-0.569782846393847,1.8383941870574487,-0.20224770541272097,0.37181100597645356
14,2026-01-31 13:39:17.832000+00:00,2026-01-31 13:39:18.364000+00:00,2026-01-31 13:39:18.098000+00:00,0.22,0.04,0.45,0.29,1.7026328517421254,1.2195837814094557,0.5774412914211667,2.9884294800276345,1.7256425782682432
15,2026-01-31 13:39:25.689000+00:00,2026-01-31 13:39:26.456000+00:00,2026-01-31 13:39:26.072500+00:00,0.19,0.02,0.4,0.39,1.6266718589134352,-2.575205703761106,2.705240792822363,0.6990291942057212,1.8910422915390628
16,2026-01-31 13:39:34.250000+00:00,2026-01-31 13:39:34.794000+00:00,2026-01-31 13:39:34.522000+00:00,0.23,0.06,0.39,0.32,1.7870323244840989,-0.569782846393847,1.8383941870574487,-0.48297296464176487,0.8878946907033233
17,2026-01-31 13:39:41.089000+00:00,2026-01-31 13:39:41.832000+00:00,2026-01-31 13:39:41.460500+00:00,0.19,0.04,0.48,0.29,1.6671534732905084,2.336596312200087,1.9089080878356672,0.9009563012266746,1.7198427701981067
18,2026-01-31 13:39:46.828000+00:00,2026-01-31 13:39:47.352000+00:00,2026-01-31 13:39:47.090000+00:00,0.27,0.05,0.33,0.35,1.7840410441293812,-0.7086987922059045,3.973647501866095,-5.951674262999925,23.649855567090384
19,2026-01-31 13:39:51.493000+00:00,2026-01-31 13:39:52.024000+00:00,2026-01-31 13:39:51.758500+00:00,0.23,0.03,0.4,0.34,1.6973794608831851,-1.3726668335195222,1.2113364281243029,2.381327063092373,2.8845882188020515
20,2026-01-31 13:39:58.709000+00:00,2026-01-31 13:39:59.466000+00:00,2026-01-31 13:39:59.087500+00:00,0.16,0.04,0.47,0.33,1.6485493701013278,2.8460133707900055,2.982989104337448,-1.4005370615564399,4.177786794843645
21,2026-01-31 13:40:04.153000+00:00,2026-01-31 13:40:04.680000+00:00,2026-01-31 13:40:04.416500+00:00,0.22,0.03,0.42,0.33,1.685808981700867,-1.9481778049388527,0.6759919240399408,3.5534992343207854,2.402136784482964
22,2026-01-31 13:40:13.156000+00:00,2026-01-31 13:40:13.687000+00:00,2026-01-31 13:40:13.421500+00:00,0.15,0.04,0.44,0.37,1.6481749429537316,-3.103674256233484,3.393342307701137,-2.644490582745359,8.973661776747061
23,2026-01-31 13:40:17.631000+00:00,2026-01-31 13:40:18.320000+00:00,2026-01-31 13:40:17.975500+00:00,0.24,0.04,0.44,0.28,1.7152558992279698,0.3273514547810831,1.2553453949396998,-1.6966631448703868,2.1298982656769487
24,2026-01-31 13:40:22.550000+00:00,2026-01-31 13:40:23.075000+00:00,2026-01-31 13:40:22.812500+00:00,0.21,0.06,0.43,0.3,1.7610107577456788,0.27988997124959614,0.5843616502372876,2.804698112633532,1.6389580175159366
25,2026-01-31 13:40:27.391000+00:00,2026-01-31 13:40:27.916000+00:00,2026-01-31 13:40:27.653500+00:00,0.27,0.01,0.4,0.32,1.631265326240617,-0.5903760901680702,1.5007165156348077,-0.8228045778861794,1.234796419173716
26,2026-01-31 13:40:34.410000+00:00,2026-01-31 13:40:35.163000+00:00,2026-01-31 13:40:34.786500+00:00,0.17,0.05,0.44,0.34,1.7010038237950877,3.113766139236864,1.8997247091555884,-1.7087770163569855,3.2462059204105285
27,2026-01-31 13:40:39.849000+00:00,2026-01-31 13:40:40.410000+00:00,2026-01-31 13:40:40.129500+00:00,0.23,0.04,0.45,0.28,1.7060436683600575,0.7543969034520379,0.9492049038630439,0.21967384198982565,0.20851548806717796
28,2026-01-31 13:40:45.089000+00:00,2026-01-31 13:40:45.660000+00:00,2026-01-31 13:40:45.374500+00:00,0.22,0.01,0.4,0.37,1.6065122504420217,-2.3429770332981876,1.789469445626102,-0.7380047009653996,1.3206368631060108
29,2026-01-31 13:40:49.330000+00:00,2026-01-31 13:40:49.913000+00:00,2026-01-31 13:40:49.621500+00:00,0.19,0.08,0.41,0.32,1.8001536403287985,-0.35369615070040933,0.3939856731195137,5.086654819348003,2.0040691229274414
